Name;ISIN;Symbol;Market;Currency;"Open Price";"High Price";"low Price";"last Price";"last Trade MIC Time";"Time Zone";Volume;Turnover;"Closing Price";"Closing Price DateTime"
"PIERRE VACANCES";FR0000073041;VAC;"Euronext Paris";EUR;1.884;1.914;1.88;1.886;"03/08/2026 17:36";CET;412025;781537.77;1.886;03/08/2026
"PISCINES DESJOYAUX";FR0000061608;ALPDX;"Euronext Growth Paris";EUR;11.15;11.15;11.05;11.15;"03/08/2026 17:35";CET;490;5449.35;11.15;03/08/2026
PLACOPLATRE;FR0000030769;MLPLC;"Euronext Access Paris";EUR;610.00;610.00;610.00;610.00;"03/08/2026 11:30";CET;1;610.00;610.00;03/08/2026
PLANISWARE;FR001400PFU4;PLNW;"Euronext Paris";EUR;23.30;24.45;23.30;23.65;"03/08/2026 17:35";CET;109994;2633511.63;23.65;03/08/2026
"PLANT ADVANCED";FR0010785790;ALPAT;"Euronext Growth Paris";EUR;4.88;4.88;4.40;4.68;"03/08/2026 17:35";CET;262;1193.70;4.68;03/08/2026
"PLANT ADVANCED BS";FR0011844067;PATBS;"Euronext Growth Paris";EUR;0.01;0.01;0.01;0.01;"29/08/2024 14:25";CET;5;0.05;0.01;03/08/2026
"PLAST. VAL LOIRE";FR0013252186;ALPVL;"Euronext Growth Paris";EUR;2.35;2.35;2.30;2.33;"03/08/2026 17:35";CET;6399;14836.89;2.33;03/08/2026
PLUXEE;NL0015001W49;PLX;"Euronext Paris";EUR;14.32;14.59;14.24;14.59;"03/08/2026 17:35";CET;114151;1658328.30;14.59;03/08/2026
POUJOULAT;FR0000066441;ALPJT;"Euronext Growth Paris";EUR;5.58;5.82;5.58;5.82;"03/08/2026 16:26";CET;301;1707.44;5.82;03/08/2026
POXEL;FR0012432516;POXEL;"Euronext Paris";EUR;0.2065;0.2075;0.2005;0.2005;"03/08/2026 17:35";CET;147389;29878.25;0.2005;03/08/2026
"PREATONI GROUP";FR001400WXE7;ALPG;"Euronext Growth Paris";EUR;41.00;41.00;39.00;39.00;"30/07/2026 15:19";CET;250;10050.00;39.00;03/08/2026
PRECIA;FR0014004EC4;ALPM;"Euronext Growth Paris";EUR;25.50;26.20;24.90;26.20;"03/08/2026 17:35";CET;4624;118063.30;26.20;03/08/2026
PREDILIFE;FR0010169920;ALPRE;"Euronext Growth Paris";EUR;1.20;1.20;1.20;1.20;"31/07/2026 17:16";CET;1179;1414.80;1.20;03/08/2026
"PRELUDE S.A";FR0014011SJ4;MLPRE;"Euronext Access Paris";EUR;11.00;11.00;11.00;11.00;"30/10/2025 16:30";CET;50;550.00;11.00;03/08/2026
"PRISMAFLEX INTL";FR0004044600;ALPRI;"Euronext Growth Paris";EUR;8.22;8.24;8.14;8.18;"03/08/2026 17:16";CET;80;652.06;8.18;03/08/2026
"PROACTIS SA";FR0004052561;PROAC;"Euronext Paris";EUR;0.035;0.0435;0.0285;0.035;"03/08/2026 17:22";CET;73235;2798.04;0.035;03/08/2026
"PRODWAYS GROUP";FR0012613610;ALPWG;"Euronext Growth Paris";EUR;0.804;0.834;0.796;0.80;"03/08/2026 17:38";CET;73768;60239.85;0.80;03/08/2026
PROLOGUE;FR0010380626;ALPRG;"Euronext Growth Paris";EUR;0.302;0.308;0.289;0.29;"03/08/2026 17:35";CET;223776;65964.60;0.29;03/08/2026
PROP.IMMEUBLES;FR0000061376;MLPRI;"Euronext Access Paris";EUR;20.00;20.00;20.00;20.00;"23/02/2026 16:30";CET;1;20.00;20.00;03/08/2026
"PUBLICIS GROUPE SA";FR0000130577;PUB;"Euronext Paris";EUR;92.76;95.26;92.76;93.86;"03/08/2026 17:35";CET;420808;39526234.23;93.86;03/08/2026
"PULLUP ENTERTAIN";FR0012419307;ALPUL;"Euronext Growth Paris";EUR;8.23;8.64;8.21;8.46;"03/08/2026 17:35";CET;16745;140257.52;8.46;03/08/2026
"PYRATZ CORP.";FR0013371507;MLPTZ;"Euronext Access Paris";EUR;0.06;0.06;0.06;0.06;"03/08/2026 16:30";CET;4909;294.54;0.06;03/08/2026
QUADIENT;FR0000120560;QDT;"Euronext Paris";EUR;13.58;13.76;13.46;13.68;"03/08/2026 17:35";CET;86483;1177601.52;13.68;03/08/2026
"QUANTUM GENOMICS";FR0011648971;ALQGC;"Euronext Growth Paris";EUR;0.0734;0.0749;0.072;0.0721;"24/10/2024 17:35";CET;127302;9227.46;0.072;03/08/2026
QWAMPLIFY;FR0010889386;ALQWA;"Euronext Growth Paris";EUR;1.62;1.62;1.62;1.62;"31/07/2026 16:51";CET;200;324.00;1.62;03/08/2026
"RACING FORCE";IT0005466963;ALRFG;"Euronext Growth Paris";EUR;5.14;5.14;5.14;5.14;"03/08/2026 09:00";CET;1;5.14;5.14;03/08/2026
"RAMSAY GEN SANTE";FR0000044471;GDS;"Euronext Paris";EUR;10.95;10.95;10.95;10.95;"03/08/2026 11:31";CET;29;317.55;10.95;03/08/2026
"RAPID NUTRITION";GB00BVVK7R18;ALRPD;"Euronext Growth Paris";EUR;4.42;4.69;3.985;4.00;"03/08/2026 17:35";CET;33052;135165.96;4.00;03/08/2026
REALITES;FR0011858190;ALREA;"Euronext Growth Paris";EUR;0.64;0.64;0.64;0.64;"31/07/2026 09:39";CET;1500;960.00;0.64;03/08/2026
REBIRTH;IT0005460081;ALREB;"Euronext Growth Paris";EUR;2.30;2.30;2.30;2.30;"08/06/2026 10:06";CET;50;115.00;2.30;03/08/2026
"REMY COINTREAU";FR0000130395;RCO;"Euronext Paris";EUR;47.98;49.16;47.72;47.76;"03/08/2026 17:35";CET;80212;3844875.56;47.76;03/08/2026
RENAULT;FR0000131906;RNO;"Euronext Paris";EUR;27.66;29.02;27.66;28.45;"03/08/2026 17:35";CET;1647419;46926375.79;28.45;03/08/2026
"RES GESTAE SOCIMI";ES0105550000;MLJDL;"Euronext Access Paris";EUR;7.00;7.00;7.00;7.00;"29/06/2021 00:00";CET;-;-;6.65;03/08/2026
REXEL;FR0010451203;RXL;"Euronext Paris";EUR;35.98;36.50;35.60;36.41;"03/08/2026 17:35";CET;590015;21393508.61;36.41;03/08/2026
RIBER;FR0000075954;ALRIB;"Euronext Growth Paris";EUR;9.26;9.39;8.81;9.25;"03/08/2026 17:35";CET;69161;627502.91;9.25;03/08/2026
"RISING STONE";FR00140164Q1;ALRIS;"Euronext Growth Paris";EUR;49.85;50.10;49.85;50.00;"03/08/2026 17:35";CET;852;42529.65;50.00;03/08/2026
ROBERTET;FR0000039091;RBT;"Euronext Paris";EUR;800.00;807.00;795.00;802.00;"03/08/2026 17:35";CET;917;735050.00;802.00;03/08/2026
"ROBERTET CDV 87";FR0000045619;CBR;"Euronext Paris";EUR;91.00;91.00;91.00;91.00;"03/07/2026 16:30";CET;13;1183.00;91.00;03/08/2026
"ROBERTET CI";FR0000045601;CBE;"Euronext Paris";EUR;660.20;665.00;660.20;665.00;"03/08/2026 16:30";CET;7;4631.00;665.00;03/08/2026
"ROCHE BOBOIS";FR0013344173;RBO;"Euronext Paris";EUR;22.00;22.50;21.80;21.90;"03/08/2026 17:25";CET;3480;76733.80;21.90;03/08/2026
ROCTOOL;FR0010523167;ALROC;"Euronext Growth Paris";EUR;1.50;1.58;1.445;1.495;"03/08/2026 17:35";CET;92830;138492.10;1.495;03/08/2026
"ROTH MIONS";FR001400EA65;MLROT;"Euronext Access Paris";EUR;0.86;0.86;0.86;0.86;"03/08/2026 16:30";CET;1110;954.60;0.86;03/08/2026
"ROUGIER S.A.";FR0000037640;ALRGR;"Euronext Growth Paris";EUR;11.40;11.40;11.30;11.30;"03/08/2026 14:42";CET;51;576.40;11.30;03/08/2026
RUBIS;FR0013269123;RUI;"Euronext Paris";EUR;33.42;33.48;33.00;33.42;"03/08/2026 17:35";CET;106000;3532821.19;33.42;03/08/2026
S.E.B.;FR0000121709;SK;"Euronext Paris";EUR;58.25;60.85;58.25;60.85;"03/08/2026 17:35";CET;79524;4799611.64;60.85;03/08/2026
SAFE;FR001400ZU25;ALSAF;"Euronext Growth Paris";EUR;0.65;0.66;0.585;0.64;"30/06/2026 17:18";CET;5290;3192.40;0.64;03/08/2026
SAFRAN;FR0000073272;SAF;"Euronext Paris";EUR;346.00;353.10;345.80;351.30;"03/08/2026 17:36";CET;594605;208609248.50;351.30;03/08/2026
"SAGAX REAL ESTATE";ES0105651006;MLSAG;"Euronext Access Paris";EUR;1.1385;1.1385;1.1385;1.1385;"14/06/2022 00:00";CET;-;-;1.14;03/08/2026
"SAINT GOBAIN";FR0000125007;SGO;"Euronext Paris, Amsterdam, Brussels";EUR;82.06;84.68;81.50;83.52;"03/08/2026 17:38";CET;1244352;104024947.67;83.52;03/08/2026
"SAINT JEAN GROUPE";FR0000060121;SABE;"Euronext Paris";EUR;21.00;21.20;21.00;21.20;"29/07/2026 16:30";CET;69;1449.60;21.20;03/08/2026
"SAJA REAL ESTATE";ES0105910006;MLSJA;"Euronext Access Paris";EUR;-;-;-;-;-;CET;-;-;-;-
SAMSE;FR0000060071;SAMS;"Euronext Paris";EUR;118.00;118.00;117.00;117.50;"03/08/2026 17:35";CET;53;6222.50;117.50;03/08/2026
SANOFI;FR0000120578;SAN;"Euronext Paris";EUR;74.89;75.89;74.06;74.50;"03/08/2026 17:37";CET;2150645;160957421.61;74.50;03/08/2026
SAPMER;FR0010776617;ALMER;"Euronext Growth Paris";EUR;4.30;4.30;4.30;4.30;"03/08/2026 12:14";CET;169;726.70;4.30;03/08/2026
"SARTORIUS STED BIO";FR0013154002;DIM;"Euronext Paris";EUR;167.30;174.60;166.00;171.90;"03/08/2026 17:35";CET;65593;11244496.85;171.90;03/08/2026
SAVENCIA;FR0000120107;SAVE;"Euronext Paris";EUR;63.20;63.40;62.60;62.60;"03/08/2026 17:35";CET;467;29356.00;62.60;03/08/2026
"SAVONNERIE NYONS";FR0013155975;MLSDN;"Euronext Access Paris";EUR;30.60;30.60;30.60;30.60;"03/08/2026 16:30";CET;238;7282.80;30.60;03/08/2026
SCBSM;FR0006239109;CBSM;"Euronext Paris";EUR;9.70;9.70;9.70;9.70;"03/08/2026 16:51";CET;65;630.50;9.70;03/08/2026
SCEMI;FR0010972091;MLCMI;"Euronext Access Paris";EUR;3.76;3.76;3.76;3.76;"30/07/2026 11:30";CET;19;71.44;3.76;03/08/2026
"SCHNEIDER ELECTRIC";FR0000121972;SU;"Euronext Paris";EUR;291.30;294.70;283.90;290.10;"03/08/2026 17:35";CET;788360;228334464.38;290.10;03/08/2026
"SCIENTIA SCHOOL";ES0105592002;MLSCI;"Euronext Access Paris";EUR;4.06;4.06;4.06;4.06;"19/08/2025 11:30";CET;10;40.60;4.06;03/08/2026
"SCOR SE";FR0010411983;SCR;"Euronext Paris";EUR;34.18;34.20;33.84;34.14;"03/08/2026 17:35";CET;357843;12199484.18;34.14;03/08/2026
"SECHE ENVIRONNEM.";FR0000039109;SCHP;"Euronext Paris";EUR;81.60;81.90;80.80;80.80;"03/08/2026 17:35";CET;1384;112549.00;80.80;03/08/2026
"SEGRO PLC";GB00B5ZN1N88;SGRO;"Euronext Paris";EUR;10.10;10.10;10.10;10.10;"01/06/2026 11:44";CET;100;1010.00;10.10;03/08/2026
"SEIF SPA";IT0005353484;ALSEI;"Euronext Growth Paris";EUR;0.25;0.25;0.25;0.25;"21/12/2023 09:29";CET;539;134.75;0.25;03/08/2026
SELCODIS;FR0000065492;SLCO;"Euronext Paris";EUR;0.29;0.29;0.29;0.29;"25/03/2009 00:00";CET;2074;601.46;0.29;03/08/2026
SELECTIRENTE;FR0004175842;SELER;"Euronext Paris";EUR;84.50;84.50;84.50;84.50;"03/08/2026 11:30";CET;1;84.50;84.50;03/08/2026
"SEMCO TECHNOLOGIES";FR0014010H01;ALSEM;"Euronext Growth Paris";EUR;40.00;41.50;39.85;41.15;"03/08/2026 17:35";CET;18821;769499.95;41.15;03/08/2026
SENSORION;FR0012596468;ALSEN;"Euronext Growth Paris";EUR;0.276;0.2815;0.271;0.278;"03/08/2026 17:35";CET;922399;254377.97;0.278;03/08/2026
"SEQUA PETROLEUM NV";NL0010623518;MLSEQ;"Euronext Access Paris";EUR;0.0045;0.0045;0.0045;0.0045;"10/02/2026 16:30";CET;46000;207.00;0.0045;03/08/2026
"SERGEFERRARI GROUP";FR0011950682;ALFER;"Euronext Growth Paris";EUR;7.26;7.30;7.14;7.28;"03/08/2026 17:27";CET;2872;20840.30;7.28;03/08/2026
SES;LU0088087324;SESG;"Euronext Paris";EUR;5.775;5.78;5.415;5.515;"03/08/2026 17:35";CET;2183193;12103713.07;5.515;03/08/2026
SHOWROOMPRIVE;FR0013006558;SRP;"Euronext Paris";EUR;0.796;0.796;0.788;0.792;"03/08/2026 17:35";CET;571;453.87;0.792;03/08/2026
SIDETRADE;FR0010202606;ALBFR;"Euronext Growth Paris";EUR;201.00;204.50;190.60;201.00;"03/08/2026 17:35";CET;2289;455845.60;201.00;03/08/2026
"SIGNAUX GIROD";FR0000060790;ALGIR;"Euronext Growth Paris";EUR;16.00;16.80;16.00;16.00;"03/08/2026 17:29";CET;98;1581.50;16.00;03/08/2026
"SIPARIO MOVIES";IT0005380602;ALIE;"Euronext Growth Paris";EUR;0.465;0.465;0.465;0.465;"30/08/2024 11:30";CET;600;279.00;0.466;03/08/2026
"SIRIUS MEDIA";FR0014017FP5;ALSRS;"Euronext Growth Paris";EUR;0.665;0.70;0.66;0.69;"03/08/2026 17:35";CET;7830;5196.66;0.69;03/08/2026
SMAIO;FR0014005I80;ALSMA;"Euronext Growth Paris";EUR;7.50;7.68;7.02;7.50;"03/08/2026 17:29";CET;640;4684.60;7.50;03/08/2026
SMALTO;FR0011131788;MLSML;"Euronext Access Paris";EUR;0.0265;0.0265;0.0265;0.0265;"03/08/2026 16:30";CET;4000;106.00;0.0265;03/08/2026
"SMALTO BSA";FR0010649228;SMLBS;"Euronext Access Paris";EUR;0.0005;0.0005;0.0005;0.0005;"12/03/2026 14:38";CET;2;-;0.0005;03/08/2026
SMCP;FR0013214145;SMCP;"Euronext Paris";EUR;6.78;7.075;6.78;6.92;"03/08/2026 17:35";CET;296820;2070517.72;6.92;03/08/2026
SMTPC;FR0004016699;ALTPC;"Euronext Growth Paris";EUR;27.00;27.00;26.80;27.00;"03/08/2026 17:35";CET;1248;33550.60;27.00;03/08/2026
"SOC FRANC CASINOS";FR0010209809;SFCA;"Euronext Paris";EUR;2.20;2.20;2.20;2.20;"30/07/2026 16:30";CET;90;198.00;2.20;03/08/2026
"SOCIETE GENERALE";FR0000130809;GLE;"Euronext Paris";EUR;82.37;83.52;82.37;83.09;"03/08/2026 17:35";CET;1549198;128626201.47;83.09;03/08/2026
SODEXO;FR0000121220;SW;"Euronext Paris";EUR;57.00;57.65;57.00;57.15;"03/08/2026 17:35";CET;178266;10196435.14;57.15;03/08/2026
SODITECH;FR0000078321;ALSEC;"Euronext Growth Paris";EUR;6.76;7.02;6.74;6.80;"03/08/2026 17:29";CET;1904;12933.56;6.80;03/08/2026
SOGECLAIR;FR0000065864;ALSOG;"Euronext Growth Paris";EUR;32.90;35.20;32.90;33.80;"03/08/2026 13:06";CET;405;13692.30;33.80;03/08/2026
SOITEC;FR0013227113;SOI;"Euronext Paris";EUR;107.55;111.30;101.15;109.30;"03/08/2026 17:35";CET;232678;24984469.21;109.30;03/08/2026
"SOLOCAL GROUP";FR001400SA10;LOCAL;"Euronext Paris";EUR;4.21;4.25;4.14;4.15;"03/08/2026 17:35";CET;34749;145859.73;4.15;03/08/2026
"SOLUTIONS 30 SE";FR0013379484;S30;"Euronext Paris";EUR;0.563;0.587;0.561;0.567;"03/08/2026 17:35";CET;837199;479505.14;0.567;03/08/2026
SOLVAY;BE0003470755;SOLB;"Euronext Brussels, Paris";EUR;26.60;26.94;26.56;26.58;"03/08/2026 17:35";CET;347394;9247495.74;26.58;03/08/2026
"SOPRA STERIA GROUP";FR0000050809;SOP;"Euronext Paris";EUR;183.60;196.40;183.60;192.70;"03/08/2026 17:35";CET;58120;11154058.25;192.70;03/08/2026
SPARTOO;FR00140043Y1;ALSPT;"Euronext Growth Paris";EUR;0.232;0.232;0.224;0.224;"03/08/2026 10:52";CET;214;48.34;0.224;03/08/2026
"SPEED RABBIT PIZZA";FR0000054371;MLSRP;"Euronext Access Paris";EUR;18.40;18.40;18.40;18.40;"13/07/2026 16:30";CET;7;128.80;18.40;03/08/2026
SPIE;FR0012757854;SPIE;"Euronext Paris";EUR;46.74;47.06;45.72;46.98;"03/08/2026 17:38";CET;576680;26959673.36;46.98;03/08/2026
SPINEGUARD;FR0011464452;ALSGD;"Euronext Growth Paris";EUR;0.0832;0.102;0.0823;0.0904;"03/08/2026 17:35";CET;1083712;100051.12;0.0904;03/08/2026
SPINEWAY;FR001400N2P2;ALSPW;"Euronext Growth Paris";EUR;0.1392;0.1392;0.129;0.132;"03/08/2026 17:35";CET;244745;32151.65;0.132;03/08/2026
"ST DUPONT";FR0000054199;DPT;"Euronext Paris";EUR;0.0778;0.0854;0.0778;0.0848;"03/08/2026 17:29";CET;11566;931.88;0.0848;03/08/2026
STEF;FR0000064271;STF;"Euronext Paris";EUR;134.80;136.80;132.80;135.00;"03/08/2026 17:35";CET;1346;181538.20;135.00;03/08/2026
"STELLANTIS NV";NL00150001Q9;STLAP;"Euronext Paris";EUR;5.01;5.155;4.9235;4.9405;"03/08/2026 17:38";CET;8896540;44857491.94;4.9405;03/08/2026
STIF;FR001400MDW2;ALSTI;"Euronext Growth Paris";EUR;52.00;52.00;50.75;51.50;"03/08/2026 17:35";CET;5815;299072.33;51.50;03/08/2026
STMICROELECTRONICS;NL0000226223;STMPA;"Euronext Paris";EUR;46.20;46.30;44.025;45.27;"03/08/2026 17:35";CET;3175327;143260453.06;45.27;03/08/2026
"STRADIM ESPAC.FIN";FR0000074775;ALSAS;"Euronext Growth Paris";EUR;5.20;5.20;4.26;4.26;"03/08/2026 16:30";CET;151;738.20;4.26;03/08/2026
STREAMWIDE;FR0010528059;ALSTW;"Euronext Growth Paris";EUR;78.60;78.60;77.40;77.80;"03/08/2026 16:05";CET;249;19414.20;77.80;03/08/2026
"STREAMWIDE BSAANE";FR001400Z5J4;STEBS;"Euronext Growth Paris";EUR;-;-;-;-;-;CET;-;-;-;-
"STREIT MECANIQUE";FR0000063976;MLSTR;"Euronext Access Paris";EUR;10.20;10.20;10.20;10.20;"03/06/2026 16:30";CET;19;193.80;10.20;03/08/2026
"STUDENT PROPERTY";ES0105851002;MLSPI;"Euronext Access Paris";EUR;3622.00;3622.00;3622.00;3622.00;"21/01/2025 00:00";CET;-;-;3620.00;03/08/2026
"SWORD GROUP";FR0004180578;SWP;"Euronext Paris";EUR;30.80;31.80;30.50;31.70;"03/08/2026 17:35";CET;20980;657997.50;31.70;03/08/2026
SYNERGIE;FR0000032658;SDG;"Euronext Paris";EUR;29.70;29.80;29.50;29.80;"03/08/2026 17:35";CET;382;11345.10;29.80;03/08/2026
TBSO;FR0000063307;TBSO;"Euronext Paris";EUR;2.40;2.40;2.28;2.30;"03/08/2026 16:41";CET;1280;2995.14;2.30;03/08/2026
"TD BSA 2025-2";FR0014012OE2;TDBS2;"Euronext Growth Paris";EUR;0.01;0.01;0.01;0.01;"02/07/2026 17:35";CET;72721;727.21;0.01;03/08/2026
"TD BSA 2025-3";FR0014012ZX8;TDBS3;"Euronext Growth Paris";EUR;0.0005;0.0005;0.0005;0.0005;"03/08/2026 14:16";CET;29604;14.80;0.0005;03/08/2026
"TECHNIP ENERGIES";NL0014559478;TE;"Euronext Paris";EUR;29.78;30.14;29.30;29.70;"03/08/2026 17:35";CET;521184;15470384.37;29.70;03/08/2026
TELEPERFORMANCE;FR0000051807;TEP;"Euronext Paris";EUR;66.40;68.84;63.76;64.96;"03/08/2026 17:35";CET;506836;33311836.46;64.96;03/08/2026
TELEVERBIER;CH0008175645;TVRB;"Euronext Paris";EUR;75.00;75.00;75.00;75.00;"31/07/2026 16:30";CET;100;7500.00;75.00;03/08/2026
TELEVISTA;FR0011076595;MLVST;"Euronext Access Paris";EUR;2.26;2.26;2.26;2.26;"07/05/2025 11:30";CET;1;2.26;1.58;03/08/2026
TF1;FR0000054900;TFI;"Euronext Paris";EUR;7.105;7.225;7.025;7.135;"03/08/2026 17:35";CET;364885;2605025.96;7.135;03/08/2026
"TFF GROUP";FR0013295789;TFF;"Euronext Paris";EUR;15.00;15.40;15.00;15.30;"03/08/2026 17:35";CET;261;3948.02;15.30;03/08/2026
THALES;FR0000121329;HO;"Euronext Paris";EUR;248.50;255.50;248.30;253.80;"03/08/2026 17:35";CET;200490;50686664.55;253.80;03/08/2026
"THE AZUR SELECTION";GRS528003007;MLAZR;"Euronext Access Paris";EUR;0.37;0.37;0.351;0.351;"03/08/2026 16:30";CET;6943;2441.43;0.351;03/08/2026
THERACLION;FR0010120402;ALTHE;"Euronext Growth Paris";EUR;0.58;0.598;0.58;0.587;"03/08/2026 17:35";CET;19164;11300.82;0.587;03/08/2026
"THERACLION BSA";FR00140180O2;THEBS;"Euronext Growth Paris";EUR;0.071;0.071;0.071;0.071;"31/07/2026 12:07";CET;513;36.43;0.071;03/08/2026
"THERMADOR GROUPE";FR0013333432;THEP;"Euronext Paris";EUR;76.50;77.10;76.20;76.20;"03/08/2026 17:35";CET;2606;199576.40;76.20;03/08/2026
"THX PHARMA";FR0013286259;ALTHX;"Euronext Growth Paris";EUR;4.31;4.47;4.13;4.27;"03/08/2026 17:35";CET;154595;661767.12;4.27;03/08/2026
"TIKEHAU CAPITAL";FR0013230612;TKO;"Euronext Paris";EUR;16.02;16.72;16.02;16.58;"03/08/2026 17:35";CET;56266;932672.91;16.58;03/08/2026
"TITAN S.A.";BE0974338700;TITC;"Euronext Brussels, Paris";EUR;52.20;53.20;52.20;52.90;"03/08/2026 17:35";CET;6966;367449.90;52.90;03/08/2026
"TME PHARMA";NL0015000YE1;ALTME;"Euronext Growth Paris";EUR;0.0628;0.063;0.0611;0.062;"03/08/2026 17:35";CET;80437;5017.92;0.062;03/08/2026
"TONNER DRONES";FR001400H2X4;ALTD;"Euronext Growth Paris";EUR;0.0272;0.0279;0.0266;0.0279;"03/08/2026 17:35";CET;1491380;40321.25;0.0279;03/08/2026
"TONNER DRONES BSA";FR001400RIB4;TDBS;"Euronext Growth Paris";EUR;0.0096;0.0096;0.0096;0.0096;"03/08/2026 13:57";CET;23500;225.60;0.0096;03/08/2026
TOOSLA;FR00140062B9;ALTOO;"Euronext Growth Paris";EUR;0.0016;0.0018;0.0016;0.0018;"03/08/2026 17:29";CET;6405683;10342.20;0.0018;03/08/2026
TOTALENERGIES;FR0000120271;TTE;"Euronext Paris, Brussels";EUR;74.78;76.47;74.34;76.43;"03/08/2026 17:36";CET;3525963;267958823.81;76.43;03/08/2026
TotalEnergiesGabon;GA0000121459;EC;"Euronext Paris";EUR;216.50;216.50;211.00;215.00;"03/08/2026 17:35";CET;940;200720.00;215.00;03/08/2026
TOUAX;FR0000033003;ALTOU;"Euronext Growth Paris";EUR;4.05;4.06;3.98;3.99;"03/08/2026 17:35";CET;6239;25185.35;3.99;03/08/2026
TRACTIAL;FR0014014ZV8;ALTRA;"Euronext Growth Paris";EUR;2.00;2.00;1.912;1.978;"03/08/2026 16:50";CET;1362;2663.90;1.978;03/08/2026
TRANSGENE;FR0005175080;TNG;"Euronext Paris";EUR;0.712;0.714;0.712;0.713;"03/08/2026 17:35";CET;15389;10964.85;0.713;03/08/2026
TRIGANO;FR0005691656;TRI;"Euronext Paris";EUR;151.90;155.30;151.90;153.50;"03/08/2026 17:35";CET;6984;1073412.40;153.50;03/08/2026
TRILOGIQ;FR0010397901;ALTRI;"Euronext Growth Paris";EUR;5.20;5.20;5.20;5.20;"03/08/2026 11:39";CET;550;2860.00;5.20;03/08/2026
